date,ticker,confidence,source_article_count,article_titles
2025-07-24,INTC,low,1,Intel Boosted by Strong PC Sales
2025-07-24,LH,low,1,Labcorp Posts 9.5 Percent Gain in Q2
2025-07-24,LVS,medium,1,Sands Q2 Revenue Up 15 Percent
2025-07-24,NVR,low,1,Earnings Summary on NVR
2025-07-24,PKG,low,1,PKG EPS Up 13 Percent in Q2
2025-07-24,TSCO,low,1,Tractor Supply: Strong Despite Headwinds
2025-07-24,TSLA,high,3,"Tesla Stock Drops as Q2 Misses Reveal Deeper Fundamental Weakness|Tesla Just Hit a Fork in the Road—Could the Bulls Lose Control?|Tesla Stock Drops After-Hours, Analysts Lament Lack Of 'Clear Metrics,' Balance Sheet Pressure And Legal Risks: Elon Musk Gave 'Ton Of Ammunition' To Lawyers Suing Him"
2025-07-24,TXT,medium,2,Textron Q2 Revenue Jumps 5 Percent|Why Textron Stock Slumped Today
2025-07-24,URI,medium,1,United Rentals Beats Q2 Revenue Forecast
2025-07-24,WAB,medium,1,Wabtec Posts 16 Percent EPS Gain in Q2
2025-07-24,WST,low,1,West Pharma EPS Jumps 22 Percent in Q2
2025-07-25,BA,low,1,Is the S&P 500’s Post-Q2 Optimism Justified by Broadening Upward Revisions?
2025-07-25,CMG,low,1,A Smokin’ Hot Entry Point for Chipotle Stock Opens in Q3
2025-07-25,CNC,low,1,Centene's First Quarterly Loss In 13 Years Sends Shares Crashing
2025-07-25,CVX,low,1,S&P 500: Caution Builds Despite New Record Highs
2025-07-25,DHI,low,1,D.R. Horton Revenue Tops Q3 Estimates
2025-07-25,DOV,medium,1,Dover Posts 5% Gain in Q2 Revenue
2025-07-25,FCX,low,1,Why Freeport-McMoRan Stock May Hit a New High After Earnings Beat
2025-07-25,FIX,low,1,Comfort Systems Usa EPS Jumps 75 Percent
2025-07-25,GEV,low,1,GE Vernova's Q2 Electrifies Stock: What's Next For This Top Name?
2025-07-25,HAL,medium,1,Halliburton Reports Q2 Revenue Drop
2025-07-25,INTC,high,3,Intel Q2 Earnings: Is There a Silver Lining?|Intel's Turnaround Gains Credibility With Strong Q2 Report|Intel: Is it Game Over or a Reset? Latest Earnings Reveal Worrying Insights
2025-07-25,KO,low,1,Coca-Cola (KO) Raises 2025 Profit Forecast
2025-07-25,NDAQ,medium,1,Nasdaq Q2 Revenue Jumps 13 Percent
2025-07-25,SHW,medium,1,Sherwin-Williams Posts Q2 Revenue Beat
2025-07-25,UNP,low,1,Union Pacific's Turnaround Gains Momentum With Stellar Q2 Operations
2025-07-27,TSLA,low,1,Is Tesla Stock a Buy Now?
2025-07-28,BRO,medium,1,"Brown & Brown, Inc. announces second quarter 2025 results, including total revenues of $1.3 billion, an increase of 9.1%; Organic Revenue growth of 3.6%; diluted net income per share of $0.78; and Diluted Net Income Per Share - Adjusted of $1.03"
2025-07-28,CME,low,1,CME Group Revenue Jumps 10% in Q2
2025-07-28,DECK,low,1,"Down 48%, This Growth Stock Looks Like a No-Brainer Buy"
2025-07-28,FIX,low,1,Why Wall Street Is Bullish on This Industrial Stock
2025-07-28,GOOG,medium,2,Alphabet Posts 14% Revenue Gain in Q2|Alphabet's AI Push Is Accelerating -- Is the Stock a Buy Now?
2025-07-28,HIG,medium,1,Hartford Beats Q2 Earnings Estimates
2025-07-28,HLT,low,1,Hilton Beats Estimates in Fiscal Q2
2025-07-28,META,medium,1,Meta's Q2 Earnings: Key Areas Investors Must Pay Attention To
2025-07-28,MSFT,medium,1,Will Q2 Earnings Be Magnificent for These Tech Stocks?
2025-07-28,NVDA,low,1,3 Tech Stocks to Watch During Earnings Season
2025-07-28,RVTY,medium,2,Revvity Slashes Outlook As China Policy Deals Diagnostics Blow|Revvity Q2 Revenue Up 4 Percent
2025-07-28,TSLA,low,2,Tesla Shares Tumble. Is It Time to Buy the Dip or Run for the Hills?|A More Affordable EV Won't Save Tesla
2025-07-29,AAPL,low,1,$19.5 Trillion Earnings Blitz: Wall Street Faces Make-Or-Break 72 Hours
2025-07-29,AMT,medium,1,American Tower Posts Q2 Revenue Beat
2025-07-29,CAT,medium,1,TOROMONT ANNOUNCES RESULTS FOR THE SECOND QUARTER OF 2025 AND QUARTERLY DIVIDEND
2025-07-29,CBRE,medium,1,CBRE Group Posts 16% Revenue Gain in Q2
2025-07-29,CINF,low,1,Cincinnati EPS Jumps 53 Percent in Q2
2025-07-29,DECK,low,1,Deckers Stock Recovers on Strong Earnings—More Upside Ahead?
2025-07-29,ECL,medium,1,Ecolab Posts 13 Percent EPS Gain in Q2
2025-07-29,HUBB,medium,1,Hubbell Posts 11 Percent EPS Jump in Q2
2025-07-29,META,medium,1,Meta Q2 Earnings Preview: All Eyes on AI Spend Vs. Profitability Trade-Off
2025-07-29,MRK,medium,1,"Merck Q2: EPS Beats, but Sales Flat as Vaccine Demand Slips Globally"
2025-07-29,MSFT,low,1,Microsoft Nears $5T Valuation as Analysts Boost Targets Ahead of Earnings
2025-07-29,NSC,medium,1,Norfolk Southern Posts Q2 Revenue Gain
2025-07-29,PG,low,1,Procter & Gamble Eyes 1–5% Sales Growth—But Will FX and Mix Disrupt It?
2025-07-29,QCOM,medium,1,Can Qualcomm Shock Wall Street With Its Q3 Earnings?
2025-07-29,RCL,low,1,Royal Caribbean Sinks After Earnings—Is a Buying Opportunity Ahead?
2025-07-29,SBUX,low,1,Starbucks Still Needs More Time
2025-07-29,SWK,low,1,Why Stanley Black & Decker Stock Tumbled by 7% on Tuesday
2025-07-29,TMO,low,1,Thermo Fisher Posts 3% Q2 Rise
2025-07-29,UHS,medium,1,Universal Health Q2 Earnings Jump 24%
2025-07-29,UNH,medium,2,UnitedHealth Group Posts Q2 Revenue Gain|UnitedHealth Misses Q2 Mark But Vows A Healthier 2026
2025-07-29,UPS,low,1,Why UPS Stock Is Down Big Today
2025-07-29,V,low,1,Visa Sees No Sign of a Slowdown
2025-07-29,VLO,low,1,Valero Q2 Profit Reaches $714 Million
2025-07-29,WM,low,1,Why Waste Management Stock Is Surging Today
2025-07-30,BX,low,1,Blackstone Earnings Jump on Record AUM
2025-07-30,GNRC,medium,1,Generac Announces Second Quarter 2025 Earnings Release Date and Conference Call
2025-07-30,GRMN,high,3,"Why Garmin Stock Sank After Earnings Today|Garmin’s Q2: Double-Digit Growth Across All Segments Fuels Upbeat Outlook|Garmin Stock Climbs After Strong Q2 Beat, Fitness And Outdoor Sales Surge, MYLAPS Acquisition"
2025-07-30,META,low,1,Meta Earnings: Spending Big on AI
2025-07-30,MO,low,1,Can Altria’s Oral Tobacco Growth Offset Declines in Smokeables?
2025-07-31,ABBV,low,1,"AbbVie Lifts Outlook, Eyes Parkinson's Assets As Next Growth Frontier"
2025-07-31,AEP,low,1,Should You Buy AEP Stock After Its Strong Earnings and Dividend Track?
2025-07-31,ALB,medium,1,Albemarle (ALB) Q2 Revenue Jumps
2025-07-31,AMZN,low,1,Amazon: Capex Weighs on Profit Forecast
2025-07-31,AOS,low,1,A O Smith Raises 2025 Outlook
2025-07-31,AWK,low,1,American Water Works (AWK) Q2 Up 11%
2025-07-31,BG,medium,1,Bunge (BG) Q2 EPS Beats by 20%
2025-07-31,BIIB,low,1,Biogen Lifts Outlook As Rare Disease And Alzheimer's Drug Sales Accelerate
2025-07-31,CHRW,medium,1,C.H. Robinson (CHRW) Q2 EPS Jumps 12%
2025-07-31,CVNA,low,1,"Carvana Shifts Into High Gear After Q2 Beat, Analysts Boost Price Targets"
2025-07-31,ESS,medium,1,Essex (ESS) Q2 Revenue Rises 6%
2025-07-31,FICO,low,1,Why Fair Isaac Fell Today
2025-07-31,FTV,medium,1,Fortive (FTV) Q2 Revenue Tops Estimates
2025-07-31,GNRC,medium,1,Generac (GNRC) Q2 EPS Jumps 22%
2025-07-31,GOOG,low,2,"Alphabet's Recent Numbers Were Strong, but This Metric Could be a Red Flag|After Surging 15% in 1 Month, Does Alphabet Stock Have More Room to Run After Blowout Earnings?"
2025-07-31,HSY,medium,1,Hershey (HSY) Q2 Revenue Jumps 26%
2025-07-31,ITW,medium,1,Illinois Tool Works (ITW) Q2 EPS Up 2%
2025-07-31,LYB,low,1,Clariant delivers strong profitability on flat local currency sales in Q2 2025
2025-07-31,MA,low,1,Mastercard Keeps Charging Ahead
2025-07-31,META,low,1,Why Meta Platforms Stock Is Skyrocketing Today
2025-07-31,MGM,medium,1,MGM (MGM) Q2 Revenue Tops Estimates 2%
2025-07-31,MSFT,low,2,"Microsoft: AI and Cloud Capex Fuel 21% YTD Surge and $4T Valuation|Why Microsoft Stock Hit an All-Time High Today, Topping $4 Trillion for the First Time"
2025-07-31,PTC,medium,1,PTC (PTC) Q3 Revenue Jumps 24%
2025-07-31,TT,medium,1,Trane (TT) Q2 EPS Up 18 Revenue Up 8
2025-07-31,V,medium,1,"Visa Beats Q3 Earnings Expectations, So Why Did the Market Panic?"
2025-08-01,AAPL,high,3,"Why Shares of Apple Are Falling Today|Apple: AI-Focused Growth Strategy Positions Stock for Long-Term Outperformance|Apple Stock: Big Earnings, Small Move—Time to Buy?"
2025-08-01,ABBV,low,1,"AbbVie Soars On Skyrizi And Rinvoq Strength, Outpacing Humira Erosion"
2025-08-01,AMZN,high,3,Amazon Stock Drops After Earnings Beat. What Happened?|Amazon's Earnings: What Comes Next and How to Play It|Why Is Amazon’s Stock Crashing Despite Strong Earnings?
2025-08-01,COIN,medium,1,Why Coinbase Stock Fell Despite a 246% Q2 Earnings Surprise
2025-08-01,CVX,low,1,"Chevron Beats on EPS, Misses Revenue as Hess Acquisition Offset Headwinds"
2025-08-01,EQIX,medium,1,Equinix (EQIX) Q2 EPS Jumps 19%
2025-08-01,HST,medium,1,Host Hotels (HST) Q2 Revenue Jumps 8%
2025-08-01,KLAC,medium,1,KLA (KLAC) Q4 Revenue Jumps 24%
2025-08-01,META,low,1,Meta and Microsoft Just Shared Great News for Artificial Intelligence (AI) Stocks
2025-08-01,MRNA,low,1,Moderna's Key Patent Win Overshadowed By Gloomy Outlook
2025-08-01,PCG,medium,1,PG&E (PCG) Q2 Revenue Slips 1.5%
2025-08-01,PPL,medium,1,PPL (PPL) Q2 Revenue Jumps 7.7%
2025-08-01,PYPL,low,1,PayPal Shares Sink Despite Upbeat Outlook. Is Wall Street Missing the Turnaround?
2025-08-01,REGN,low,1,"Regeneron's Pipeline Hit By Catalent Delays, But Dupixent Shines"
2025-08-01,SPGI,medium,1,S&P Global (SPGI) Q2 EPS Jumps 10%
2025-08-04,ABBV,low,1,AbbVie Raises 2025 Outlook After Q2 Beat
2025-08-04,BA,medium,1,The Biggest Takeaways From Boeing's Q2 Earnings Report
2025-08-04,DIS,medium,1,Disney’s Blowout Quarters Set High Bar Ahead of Q3 Earnings Report
2025-08-04,HOOD,medium,1,Why Robinhood Just Added Upside Potential After a Q2 Earnings Dip
2025-08-04,IDXX,low,1,"IDEXX Surpasses Earnings Expectations, Justifying Premium Valuation"
2025-08-04,KO,low,1,The Biggest Takeaway From Coca-Cola's July 22 Earnings Report
2025-08-04,MLM,medium,1,"Martin Marietta and Quikrete to Exchange Certain Cement and Concrete Assets for Aggregates Assets; Company Also Completes Acquisition of Premier Magnesia, LLC; Previews Second Quarter 2025 Earnings and Raises Full-Year Guidance"
2025-08-04,MO,low,1,"Altria Has a Big Dividend Yield, but Is It Sustainable?"
2025-08-04,MSFT,low,1,Microsoft Stock Soars on the Back of AI. Can the Momentum Continue or Is It Too Late to Buy the Stock?
2025-08-04,ON,medium,1,ON (ON) Q2 Revenue Drops 15%
2025-08-04,PLTR,medium,2,Palantir Bulls and Bears Set for an August Showdown|Why Palantir Could Skyrocket Again After August 4
2025-08-04,TSN,medium,1,Tyson Foods (TSN) Q3 EPS Jumps 4.6%
2025-08-04,XOM,medium,2,ExxonMobil Q2 EPS Beat but Stock Fell|ExxonMobil Continues to Show That It's the Best Oil Stock
2025-08-05,AMD,medium,1,AMD Q2 Earnings Preview: Priced for Perfection or Due for a Pullback?
2025-08-05,AMZN,low,1,"I Can't Lie, I'm Excited About Amazon Stock After Its Recent Earnings Report. Here's Why."
2025-08-05,BEN,medium,1,Franklin Resources Q3 Revenue Beats
2025-08-05,CAT,medium,1,"Finning to report Q2 2025 results on August 5 and hold investor call on August 6, 2025"
2025-08-05,CVX,low,1,Chevron Is Becoming a Cash-Gushing Juggernaut
2025-08-05,EBAY,medium,1,eBay (EBAY) Q2 Revenue Rises 6%
2025-08-05,FANG,medium,1,Diamondback (FANG) Q2 Revenue Jumps 48%
2025-08-05,GOOG,low,1,Is Now the Time to Buy Alphabet?
2025-08-05,GWW,medium,1,Grainger Q2 Revenue Jumps 5.6%
2025-08-05,HSIC,medium,1,Henry Schein (HSIC) Q2 EPS Drops 11%
2025-08-05,J,medium,1,Jacobs (J) Q3 EPS Jumps 25% Beats Views
2025-08-05,META,low,1,"Meta Surges After Q2 Beat, but Analysts See Even More Upside Ahead"
2025-08-05,MSFT,low,1,Microsoft Cloud and AI Revenue Soar
2025-08-05,NVDA,low,1,Cathie Wood Goes Shopping: 3 Stocks She Just Bought
2025-08-05,PFE,medium,2,"Pfizer Q2: Strong Execution, FX Tailwinds, and Guidance Upgrade Impress|Why Shares of Pfizer Soared Today"
2025-08-05,PLTR,high,5,"Palantir Smashes $1B Revenue Mark, but Is It Still Worth the Price Tag?|Is Palantir Stock a Buy Right Now?|Why Palantir Technologies Stock Soared to a New All-Time High on Tuesday|The Biggest Takeaways From Palantir's Aug. 4 Earnings Report|Stock Market Today: Palantir Soars 7.85% After Blowing Past $1B Quarter"
2025-08-05,SO,low,1,Southern Company Boosts Capital Plan
2025-08-05,VRTX,low,1,Weakness In Vertex Stock Seen As Buying Opportunity
2025-08-05,WMB,medium,1,Williams (WMB) Q2 Revenue Jumps 19%
2025-08-06,AAPL,low,1,"With Apple Starting to See iPhone Sales Momentum, Is Now the Time to Buy the Stock?"
2025-08-06,AFL,low,1,Aflac (AFL) EPS Beats Sales Drop 19%
2025-08-06,AIZ,medium,1,Assurant (AIZ) Q2 EPS Jumps 25%
2025-08-06,AMD,low,1,Why AMD Stock Is Plummeting Today
2025-08-06,BR,medium,1,Broadridge (BR) Q4 Revenue Rises 6%
2025-08-06,CAT,low,1,Caterpillar Faces Q2 Margin Pressure but Capital Returns Remain Solid
2025-08-06,CNC,medium,1,"Centene Corporation (CNC) Shares Fall ~10% Pre-Market After Reporting Q2 2025 Diluted Loss Per Share, Class Action Lawsuit Over “Inflated Guidance” Pending – Hagens Berman"
2025-08-06,COR,low,1,"Cencora Says Famed GLP-1 Class Products Drive Growth, Boosts Profit Outlook"
2025-08-06,CRL,medium,2,"Charles River Sees Limited Impact From NIH Cuts, Tariffs, Drug Pricing|Charles River (CRL) Q2 EPS Jumps 11%"
2025-08-06,DASH,medium,1,DoorDash (DASH) Q2 Revenue Jumps 25%
2025-08-06,DIS,medium,1,Disney Q3 EPS Jumps 16%
2025-08-06,FIS,medium,1,Fidelity National (FIS) Q2 Revenue Up 5%
2025-08-06,FTNT,medium,1,Fortinet to Announce Second Quarter 2025 Financial Results
2025-08-06,HD,low,1,Back-to-School Spending Season in Full Swing With Key Events Ahead
2025-08-06,IFF,medium,1,IFF (IFF) Q2 Revenue Tops Estimates
2025-08-06,IRM,medium,1,Iron Mountain (IRM) Q2 Revenue Jumps 12%
2025-08-06,MCD,medium,2,"McDonald's (MCD) Q2 EPS Jumps 12%|McDonald’s Q2 Beats Revenue Estimates, EPS In Line as Global Sales Rise"
2025-08-06,NI,medium,1,NiSource (NI) Q2 EPS Jumps 5%
2025-08-06,TAP,medium,1,Molson Coors (TAP) Q2 EPS Jumps 12%
2025-08-06,TDG,low,1,TransDigm (TDG) Q3 Margin Hits 54%
2025-08-06,TECH,medium,1,Bio-Techne (TECH) Q4 EPS Rises 8.2%
2025-08-06,TRMB,medium,1,Trimble (TRMB) Fiscal Q2 EPS Jumps 14%
2025-08-06,UBER,medium,1,Uber (UBER) Q2 Revenue Jumps 18%
2025-08-06,ZBRA,low,1,Zebra Technologies: Riding the Automation Wave to Profits
2025-08-07,ALGN,low,1,Buy the Dip? These Earnings Misses Offer Long-Term Upside
2025-08-07,BDX,low,1,Becton Dickinson Q3 Beats Estimates On Medical Device Boom
2025-08-07,CEG,low,1,Constellation Energy: Premium Valuation Hinges on AI Execution and Policy Tailwind
2025-08-07,CF,medium,1,CF Industries (CF) Q2 Revenue Jumps 20%
2025-08-07,CTVA,medium,1,Corteva (CTVA) Q2 Revenue Jumps 6%
2025-08-07,DDOG,medium,2,Should You Buy Datadog Stock Before Aug. 7?|Datadog (DDOG) Q2 Revenue Jumps 28%
2025-08-07,FRT,medium,1,Federal Realty (FRT) Q2 Revenue Up 5%
2025-08-07,GDDY,medium,1,GoDaddy (GDDY) Q2 Revenue Jumps 8%
2025-08-07,LLY,medium,1,Eli Lily Q2 Earnings Preview: Future Depends on Mounjaro and Zepbound Performance
2025-08-07,LRCX,low,1,4 Semiconductor Stocks Earning Fresh Wall Street Upgrades
2025-08-07,META,low,1,Meta Platforms Just Shocked the World. Is the Stock a Buy?
2025-08-07,MO,low,1,"Trading Near Its 52-Week High, Is Altria Stock a Good Buy Right Now?"
2025-08-07,MSFT,medium,1,"Microsoft Delivers Blowout Earnings, but Is the AI Premium Fully Priced In?"
2025-08-07,PH,medium,1,Parker to Announce Fiscal 2025 Fourth Quarter and Full Year Earnings on August 7; Conference Call and Webcast Scheduled for 11 a.m. Eastern
2025-08-07,PLTR,low,1,"Is Palantir a Buy, Sell, or Hold After Its Most Recent Earnings Report?"
2025-08-07,PODD,low,1,Insulet Lifts Annual Forecast On Increased Adoption For Insulin Pump Omnipod 5
2025-08-07,RL,medium,1,Ralph Lauren (RL) Q1 Revenue Rises 14%
2025-08-07,SBAC,medium,1,Millicom (Tigo) Q2 2025 Earnings Release
2025-08-07,SOLV,medium,1,Solventum (SOLV) Fiscal Q2 EPS Jumps 8%
2025-08-07,VST,medium,1,Vistra (VST) Q2 Revenue Rises 10%
2025-08-07,ZBH,medium,1,Zimmer Biomet (ZBH) Q2 Revenue Jumps 7%
2025-08-08,AMD,low,1,Should You Buy AMD Stock on the Dip?
2025-08-08,AXON,low,1,Axon: The 124% Net Revenue Retention Justifies Premium Valuation
2025-08-08,ED,low,1,Con Edison (ED) Q2 Net Income Jumps 22%
2025-08-08,NKE,medium,1,"Women's European Soccer Championships Business Analysis Report 2025 / Exploring Media, Sponsorship, Kit Suppliers, Team Profiles, Revenue, and Social Media"
2025-08-08,TTD,low,1,Why The Trade Desk Stock Tumbled Today
2025-08-08,TTWO,low,1,Take-Two Q1 Net Bookings Up 17%
2025-08-11,APP,low,1,AppLovin Shares Jump as Revenue Continues to Surge. Is It Too Late to Buy the Stock?
2025-08-11,MU,low,1,Why Micron Stock Popped Again Today
2025-08-11,SYK,low,1,Perimeter Announces Preliminary Unaudited Revenues for the 2025 Second Quarter; Reduces Operating Costs by ~30% as Company Focuses on Commercial Sales Pipeline and Growth Opportunities
2025-08-11,TSLA,low,1,S&P 500 Earnings Growth Nearly Triples Forecasts Despite Valuation Fears
2025-08-11,UNH,low,1,What's Going On With UnitedHealth Stock Monday?
2025-08-12,AMZN,low,1,The Biggest Mistake Investors Make When Buying Amazon Stock
2025-08-12,CAH,low,1,"Cardinal Health Boosts Specialty Presence With Solaris Health Acquisition, Lifts Profit Outlook"
2025-08-12,DIS,low,1,Disney Stock Drops Following Revenue Miss. Time to Buy the Dip?
2025-08-12,NEM,medium,1,Discovery Announces Details of Second Quarter 2025 Conference Call and Webcast
2025-08-12,PFE,low,1,Pfizer Just Beat Its Earning Estimates. Is This the Beginning of a Turnaround for the Pharmaceutical Stock?
2025-08-12,VRT,low,1,Vertiv Earnings Beat Reinforces Its Role as a Pick-and-Shovel Play in the AI Era
2025-08-13,COHR,medium,1,Coherent Posts Record Q4 Revenue
2025-08-13,LITE,low,1,Lumentum Revenue Jumps 56 Percent in Q4
2025-08-14,COHR,low,1,Why Coherent Stock Tanked by Nearly 20% on Thursday
2025-08-14,MCD,low,1,These Earnings Reports Give a Snapshot of Consumer Sentiment
2025-08-14,PLTR,low,1,"Palantir Soars to All-Time High, but Valuation Tests Investor Conviction"
2025-08-14,TPR,low,1,Tapestry Revenue Jumps 8 Percent in Q4
2025-08-15,AMAT,low,2,Why KLA Stock Dropped Today|Applied Materials Posts 8% Gain
2025-08-15,DDOG,low,1,1 Magnificent Artificial Intelligence (AI) Stock to Buy Following Its Latest Dip
2025-08-15,LRCX,low,1,Why Lam Research Stock Got Clobbered Today
2025-08-15,MCHP,low,1,Microchip Technologies on Track for Macro Reversal and Rebound
2025-08-15,PFE,low,1,"After a Strong Quarterly Result, Is It Finally Safe to Buy Pfizer Stock Again?"
2025-08-15,TRGP,medium,1,Targa Resources Corp. Announces Quarterly Common Dividend and Timing of Second Quarter 2025 Earnings Webcast
2025-08-18,PANW,medium,1,"Palo Alto Q4 Earnings Preview: CyberArk Seen as Growth Catalyst, Guidance in Focus"
2025-08-19,DDOG,low,1,Datadog Stock Pullback Opens Question: Correction or Opportunity?
2025-08-19,HD,low,2,Home Depot Q2 Sales Rise to 45.3 Billion|Home Depot Sales Up 5 Percent
2025-08-19,KEYS,low,1,Keysight Revenue Jumps 11% in Fiscal Q3
2025-08-20,AMZN,medium,1,Did Q2 Earnings Exceed Expectations or Get Derailed by Tariffs?
2025-08-20,CEG,medium,1,Who Won and Who Lost in Nuclear Energy’s Q2 Earnings
2025-08-20,EL,low,1,Why Estée Lauder Dropped Today
2025-08-20,LOW,low,2,Lowe's Q2 Sales Rise FBM Deal Announced|Lowe’s Earnings Strength Balanced by Margin Pressure From Acquisitions
2025-08-20,NDSN,medium,1,Nordson Posts 12% Revenue Jump in Q3
2025-08-20,PYPL,low,1,Earnings Season Check-In: What to Watch Next With PayPal
2025-08-20,TJX,high,3,TJX Companies Lifts 2026 Outlook|Why TJX Stock Popped Today|TJX Posts 7% Revenue Gain in Fiscal Q2
2025-08-21,NVDA,low,1,Here's Why I'm Not Buying the Dip in Nvidia's Stock
2025-08-21,WDAY,medium,2,Workday Q2 Revenue Jumps on AI Growth|Workday Subscription Revenue Jumps 14%
2025-08-21,WMT,high,3,"Walmart Q2 Sales Rise 5 Percent|Stock Market Today: Dow, S&P 500 Futures Tumble As Jobless Claims Increase— Walmart, Intuit, Ross Stores Earnings In Focus (UPDATED)|Walmart Valuation Premium Looks Stretched Amid Slowing Profit Growth"
2025-08-22,HD,low,1,Is Home Depot Stock Ready to Break Out Soon?
2025-08-22,WDAY,medium,1,Workday: Why Is the Stock Declining Despite Decent Q2 Results
2025-08-22,WMT,low,1,Walmart Is Still a Top Consumer Staples Play Despite Earnings Miss
2025-08-25,PLTR,low,1,Wall Street Analysts Think This Popular AI Stock Looks Overvalued Right Now
2025-08-25,WFC,medium,1,Primior Holdings (OTC: GRLT) Reports Q2 2025 Results: Total Income Up 134% Year over Year; $0.69M Net Income; Gross Margin 88%
2025-08-25,WMT,low,1,Walmart Shares Sink Despite Solid Sales Outlook. Should Investors Buy the Dip?
2025-08-26,AMZN,medium,1,Sabio Reports 25% YoY Revenue Growth in Q2 2025 with Record Second Quarter and First-Half Revenues
2025-08-26,REGN,medium,1,Regeneron Announces Positive Results from Phase 3 Trial in Generalized Myasthenia Gravis
2025-08-26,WDAY,low,2,"Workday: Are the AI Disruption Fears Real, or Is It Time to Buy the Stock on the Dip?|Workday: Institutions Are Buying This Stock, Shouldn’t You?"
2025-08-27,COO,medium,1,Cooper Companies Posts 15% EPS Gain
2025-08-27,CRWD,medium,2,"CrowdStrike Q2 Earnings Preview: Demand Boosts Growth, Profit Outlook in Focus|CrowdStrike Posts 21% Gain in Fiscal Q2"
2025-08-27,HPQ,medium,1,HP Posts 3% Revenue Gain in Fiscal Q3
2025-08-27,NVDA,medium,2,NVIDIA Sets Conference Call for Second-Quarter Financial Results|Stock Market Today: S&P 500 Sets Record High Ahead of Nvidia Earnings
2025-08-27,SJM,low,1,Why J.M. Smucker Plunged Today
2025-08-27,TJX,low,1,"TJX Stock Valuation Stretched, but Off-Price Edge Supports Bullish Outlook"
2025-08-27,WMT,low,1,1 Green Flag for Walmart Stock Right Now
2025-08-27,WSM,medium,2,Williams-Sonoma Posts 20% EPS Jump in Q2|Williams-Sonoma Q2 Results Prove Its Buy-and-Hold Quality
2025-08-28,AVGO,low,1,Why Broadcom Stock Beat the Market Today
2025-08-28,BBY,low,2,Best Buy: Fiscal 2026 Outlook Anchored by Cautious Optimism and Cost Control|Why Best Buy Stock Tumbled on Thursday
2025-08-28,COO,low,1,Why Cooper Companies Stock Sank by 13% Today
2025-08-28,DDOG,low,1,Why Datadog Stock Surged Today
2025-08-28,DG,low,2,Dollar General Q2 Sales Up 5 Percent|Dollar General Lifts Outlook While CEO Warns Tariffs Already Pushing Prices Up
2025-08-28,DIS,low,1,NVIDIA Announces Upcoming Event for Financial Community
2025-08-28,HD,medium,1,Retail Roundup: Key Winners and Losers After Q2 Earnings
2025-08-28,NVDA,high,10,"No Rally for Nvidia After Blowout Earnings, but More AI Stocks Still Shine|Nvidia Q2 Earnings Review: Growth Slows After 2 Years of AI Boom|Should Investors Buy Nvidia's 3% Post-Earnings Pullback?|Nvidia Stock Slips After Earnings. 2 Crucial Things Investors May Be Ignoring.|Nvidia Stock Faces Reality Check as Growth Slows but Margins Stay Strong|Nvidia Earnings Show Shift From Hyper to High Growth|Nvidia CEO Jensen Huang Just Delivered Spectacular News for Palantir Stock Investors|Nvidia Stock Declines on China Market Uncertainty -- But Q2 Earnings Report and Q3 Guidance Were Fantastic|Nvidia Stock Could Pull Back in September, but Don’t Bet on It|Stock Market Today: Nvidia Slips Despite Strong Earnings and Guidance"
2025-08-28,ULTA,low,1,Ulta Beauty Posts 9% Sales Jump in Q2
2025-08-29,ADSK,low,1,Autodesk Revenue Jumps 17% in Fiscal Q2
2025-08-29,NVDA,low,2,Is Nvidia Stock a Buy?|Did Nvidia Meet Investors’ Expectations in Q2?
2025-09-01,DG,low,1,"I Can't Lie, I'm Excited About Dollar General Stock After the Recent Earnings Report. Here's Why"
2025-09-02,AAPL,low,1,"Warren Buffett Sells Apple Stock and Buys a Restaurant Stock Up 4,270% Since 2005"
2025-09-02,NVDA,low,1,Are AI Stocks in a Bubble and Should Investors be Concerned?
2025-09-02,TSLA,low,1,"Tesla Vs. BYD: How EV Price Wars and Demand Shifts Impact Revenue, Profits"
2025-09-03,ADSK,low,1,Autodesk Stock Rally: Why Momentum May Not Be Done Yet
2025-09-03,CRM,medium,1,Salesforce Q2 Earnings Preview: Investors Demand a Comeback After Tough Year
2025-09-03,CRWD,low,2,"CrowdStrike: With Growth Ready to Accelerate, Is It Time to Buy the Stock?|CrowdStrike: Stock Tests $412 Support as Options Traders Turn Bullish"
2025-09-03,NVDA,low,1,"Nvidia Just Posted 56% Sales Growth, but the Market Shrugged. Should You?"
2025-09-04,AVGO,high,3,Should You Buy Broadcom Stock Before Sept. 4? Here's What History Shows.|Broadcom Q3 Earnings Preview: Can Results Justify the 100% Rally Since April?|Broadcom Inc. Announces Third Quarter Fiscal Year 2025 Financial Results and Quarterly Dividend
2025-09-04,CIEN,medium,2,Ciena Revenue Jumps 29% in Fiscal Q3|Ciena Sets Q3 Order and Revenue Records
2025-09-04,CPRT,medium,1,Copart Posts 24% EPS Jump in Fiscal Q4
2025-09-04,CRM,medium,1,Salesforce Posts 10% Revenue Gain in Q2
2025-09-04,DPZ,low,1,Domino's Pizza China Operator Sizzles Amid Aggressive Store Openings
2025-09-05,CPRT,medium,1,Why Copart Stock Dropped on Earnings Today
2025-09-05,CRM,high,3,"Salesforce Stumbles, but Investors Eye a Major Comeback|These 3 Growth Stocks Are Crashing. Is This a Buying Opportunity?|Is It Time to Buy Salesforce Stock?"
